,brand,model,price,engine,fuel,bodytype,transmission,colour,mileage,year,owners,doors,phone,county
238,Audi A3,1.0TFSI 115 SE SALOON,"€25,650",1.0,Petrol,Saloon,Manual,Brilliant Black,"60,355 km",2018 (182),"['2', 'owners']","['4', 'doors']",(096) 79000,Mayo
239,BMW 2 Series,218i Sport Gran Coupe,"€41,950",1.5,Petrol,Coupe,Automatic,Melbourne Red,"26,670 km",2021 (212),"['2', 'owners']","['4', 'doors']",(061) 422 600,Limerick
240,Land Rover Discovery Sport,2.0D 150PS FWD Manual S,"€47,900",2.0,Diesel,SUV,Manual,Eiger Grey,"48,525 km",2020 (201),"['2', 'owners']","['5', 'doors']",(01) 870 1474,Dublin
241,Audi A1,1.0 TFSI SPORT AUTOMATIC MODEL // ALLOY WHEELS // PARKING SENSORS // FINANCE THIS CAR FROM ONLY €66 PER WEEK,"€16,750",1.0,Petrol,Hatchback,Automatic,Blue,"52,151 km",2015 (151),"['1', 'owner']","['5', 'doors']",(01) 456 9562,D22XK49
242,Audi A3,SPORTBACK 30 TFSI 110HP SE,"€35,000",1.0,Petrol,Hatchback,Manual,Grey,15 km,2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
243,Jaguar XE,2.0D SE 163BHP,"€19,950",2.0,Diesel,Saloon,Manual,Grey,"61,792 km",2016 (161),"['2', 'owners']","['4', 'doors']",(045) 455 900,Kildare
244,Dacia Duster,"Essential 1.0 TCE 100,","€18,900",1.0,Petrol,SUV,Manual,Glacier White,"34,592 km",2020 (202),"['1', 'owner']","['5', 'doors']",(021) 235 5350,Cork
245,Audi A3,30 TFSI 110HP SE,"€34,499",1.0,Petrol,Hatchback,Manual,Black,15 km,2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
246,Audi A1,"A1 SPORTBACK 30 TFSI 110BHP S-LINE *WAS ?39,500 NOW ?37,995*","€36,995",1.0,Petrol,Hatchback,Manual,Grey,500 km,2022 (222),"['1', 'owner']","['4', 'doors']",(021) 601 9040,Cork
247,Audi A1,A1 Se Tdi  SE  TDi 116 Start/Stop,"€15,450",1.6,Diesel,Hatchback,Manual,Grey,"135,926 km",2015 (152),"['2', 'owners']","['3', 'doors']","(090) 643 2851, 086 822 2655",Longford
248,Mercedes-Benz A-Class,A180 Progressive A/T,"€34,950",1.3,Petrol,Hatchback,Automatic,Mountain Grey Metallic,"47,000 km",2019 (191),"['1', 'owner']","['5', 'doors']",(051) 301 222,Waterford
249,Audi A3,Saloon 30 Tfsi SE,"€39,459",1.0,Petrol,Saloon,Manual,Navarra Blue Metallic,940 km,2022 (222),"['1', 'owner']","['4', 'doors']",(051) 337 600,Waterford
250,Audi A1,"1.4 Petrol Sportback Auto, Two Tone Leather, Air Con, Bluetooth, 15"" Alloys","€12,999",1.4,Petrol,Hatchback,Automatic,White,"100,287 km",2013 (131),"['1', 'owner']","['5', 'doors']",(01) 403 6700,Dublin
251,Audi A4,2.0 TDI TECHNIK 136PS 4DR,"€13,900",2.0,Diesel,Saloon,Manual,Black,"247,776 km",2014 (141),"['2', 'owners']","['4', 'doors']",(021) 475 7261,Cork
252,Audi A1,SPORTBACK 1.0 TFSI 95 S LINE 4DR,"€18,945",1.0,Petrol,Hatchback,Manual,Red,"74,028 km",2016 (162),"['3', 'owners']","['5', 'doors']","(045) 888 438, 086 887 7856",Kildare
253,A1,1.4 TFSI 3DR,"€12,995",1.4,Petrol,Hatchback,Automatic,White,"106,000 km",2012,"['1', 'owner']","['3', 'doors']",(01) 507 7353,Dublin
254,Audi A3,30 TDI 116HP SE SALOON,"€28,950",1.6,Diesel,Saloon,Manual,Brilliant Black,"76,642 km",2020 (202),"['1', 'owner']","['4', 'doors']",(096) 79000,Mayo
255,Audi A3,Sportback S-Line 1.0L TFSI,"€28,950",1.0,Petrol,Hatchback,Manual,Grey,"18,045 km",2019 (192),"['1', 'owner']","['4', 'doors']",(01) 213 1770,Dublin
256,Audi A3,40 TFSI e 204HP S-TRONIC SE,"€44,650",1.4,Petrol Plug-in Hybrid,Hatchback,Automatic,Manhattan Grey (Metallic),22 km,2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
257,Audi A1,1.4 TFSI AUTOMATIC 3DR,"€15,500",1.4,Petrol,Hatchback,Automatic,Black,"50,579 km",2014 (141),"['1', 'owner']","['3', 'doors']",089 402 9721,Dublin
258,Land Rover Discovery Sport,2.2 TDI XE Auto,"€27,999",2.2,Diesel,SUV,Automatic,Grey,"126,149 km",2015 (152),"['2', 'owners']","['5', 'doors']",(01) 531 4520,Dublin
259,Volkswagen Tiguan,"2.0TDI Highline DSG Automatic, Panoramic Sunroof, Adaptive Cruise Control, Power Tail Gate, F&R Sensors with Camera, Heated Seats","€36,950",2.0,Diesel,SUV,Automatic,Grey,"58,356 km",2019 (191),"['1', 'owner']","['5', 'doors']",(01) 691 7760,Dublin
260,Audi A5,2.0TFSI 190 S-Tronic SE,"€28,900",2.0,Petrol,Hatchback,Automatic,Black,"116,661 km",2018 (182),"['1', 'owner']","['4', 'doors']",(021) 475 7261,Cork
261,Audi A3,*34* TDI SPORT,"€28,900",1.6,Diesel,Saloon,Manual,Black,"67,727 km",2019 (191),"['1', 'owner']","['4', 'doors']",087 173 7744,PW50
262,Audi A3,1.0 TFSI 115 SE,"€27,950",1.0,Petrol,Hatchback,Manual,Black,"43,000 km",2019 (191),"['2', 'owners']","['4', 'doors']","087 747 7720, 087 231 6066",Kerry
263,Toyota Yaris,VITZ 1.0 Terra **TOUCHSCREEN DISPLAY**REVERSE CAMERA**PRIVACY GLASS**,"€14,890",1.0,Petrol,Hatchback,Automatic,White,"104,275 km",2018 (181),"['1', 'owner']","['5', 'doors']",(01) 485 1267,D12
264,Audi A3,1.6TDI S-LINE INDIVIDUAL - FULL AUDI SH,"€28,900",1.6,Diesel,Saloon,Manual,Blue,"85,751 km",2017 (171),"['2', 'owners']","['4', 'doors']",(021) 235 5244,Cork
265,Audi A3,SB 1.6 TDI 116 SE,"€28,500",1.6,Diesel,Hatchback,Manual,Monsoon Grey,"58,115 km",2019 (191),"['2', 'owners']","['4', 'doors']","(041) 213 6203, (041) 213 6203",Louth
266,Audi Q3,35 TFSI 150HP SPORTBACK SE CALL 012163600,"€44,900",1.5,Petrol,SUV,Automatic,White,"20,103 km",2021 (211),"['1', 'owner']","['4', 'doors']",(01) 513 6352,Dublin
267,Audi A3,35 TFSI 150HP S Tronic S Line €469 p/m PCP,"€43,975",1.5,Petrol,Saloon,Automatic,Grey,"26,360 km",2022 (221),"['1', 'owner']","['4', 'doors']","(053) 919 2200, 087 055 9242",Wexford
268,Audi A1,1.4 TFSI S TRONIC AUTO 3DR **VERY LOW MILAGE**START/STOP**REAR PARKING SENSORS**,"€14,890",1.4,Petrol,Hatchback,Automatic,Red,"21,100 km",2013 (132),"['1', 'owner']","['3', 'doors']",(01) 485 1267,D12
269,Audi A1,SPORTBACK 1.6 TDI 90BHP 4DR*SALE NOW ON STRAIGHT DEAL OFFERS*,"€13,000",1.6,Diesel,Hatchback,Manual,Silver,"116,360 km",2013 (132),"['3', 'owners']","['4', 'doors']","(090) 974 1077, 087 638 5033",Galway
270,Audi A1,2016 Sport Auto #48,"€20,950",1.4,Petrol,Hatchback,Automatic,White,"97,536 km",2016 (161),"['1', 'owner']","['5', 'doors']",(01) 920 3991,W025
271,Audi A1,SPORT NAV TFSI,"€18,900",1.4,Petrol,Hatchback,Manual,Black,"127,135 km",2018 (181),"['2', 'owners']","['5', 'doors']","087 405 2180, (01) 419 9929",Dublin
272,Audi A1,1.2 TFSI,"€9,950",1.2,Petrol,Hatchback,Manual,Black,"150,172 km",2013 (131),"['3', 'owners']","['2', 'doors']","(044) 934 8755, 087 359 2553",Westmeath
273,Alfa Romeo Giulia,2.2 JTDM-2  160BHP SUPER SALOON  AUTO ( 191 REG ),"€29,950",2.2,Diesel,Saloon,Automatic,Blue,"138,109 km",2019 (191),"['1', 'owner']","['4', 'doors']","(059) 914 7619, 087 743 6175",X780
274,Audi A1,* TWO TONE * 1.4 TFSI AUTOMATIC,"€14,950",1.4,Petrol,Hatchback,Automatic,Black / Silver,"70,635 km",2013 (131),"['1', 'owner']","['5', 'doors']",089 402 9721,Dublin
275,Audi A3,Saloon 1.6TDI 116BHP SE - S-Line Ext.,"€28,950",1.6,Diesel,Saloon,Manual,Cosmos Blue (Metallic),"72,805 km",2019 (191),"['2', 'owners']","['4', 'doors']",(090) 644 9250,H548
276,Audi A1,1.6 TDI SPORT 104BHP 3DR FINANCE AVAILABLE,"€13,995",1.6,Diesel,Hatchback,Manual,Black,"109,143 km",2014 (141),"['1', 'owner']","['3', 'doors']",(061) 446 033,Limerick
277,Audi A3,1.6TDI 116 AUTO SE *S LINE EXTERIOR PACK*,"€28,250",1.6,Diesel,Saloon,Automatic,Brilliant Black,"50,231 km",2019 (192),"['3', 'owners']","['4', 'doors']",(096) 79000,Mayo
278,Audi A1,1.4 TFSI AUTOMATIC MODEL // SOUGHT AFTER SAMOA ORANGE COLOUR // ALLOY WHEELS // BLUETOOTH // ARM REST // FINANCE THIS CAR FROM ONLY €63 PER WEEK,"€15,900",1.4,Petrol,Hatchback,Automatic,Orange,"89,947 km",2015 (151),"['1', 'owner']","['5', 'doors']",(01) 456 9562,D22XK49
279,Audi A6,2.0TDI 150 Ultra S-Tronic S Line,"€27,950",2.0,Diesel,Saloon,Automatic,White,"120,000 km",2017 (171),"['3', 'owners']","['4', 'doors']",(061) 422 600,Limerick
280,Alfa Romeo Giulietta,JTDM-2 VELOCE TCT.14000 MILES.MEGA SPEC.FINANCE.WWW.SARSFIELDMOTORS.IE..SIMI DEALER 2021,"€29,999",2.0,Diesel,Hatchback,Automatic,Black,"23,979 km",2019 (192),"['1', 'owner']","['5', 'doors']","(01) 473 8906, 087 963 0691",Dublin
281,Audi A3,30 TDI 116HP SE,"€31,950",1.6,Diesel,Hatchback,Manual,Grey,"34,976 km",2020 (202),"['2', 'owners']","['4', 'doors']",(043) 334 6496,Longford
282,Audi A3,30 TFSI 116HP SE + *COMFORT PACK*,"€38,500",2.0,Petrol,Saloon,Manual,Mythos Black (Metallic),2 km,2022 (222),"['1', 'owner']","['4', 'doors']",(061) 607 304,Limerick
283,Audi A3,"30 TFSI 110HP SE - Comfort Pack - ""Price Includes €2,000 Scrappage""","€34,900",1.0,Petrol,Saloon,Manual,Navarra Blue,"12,500 km",2021 (212),"['1', 'owner']","['4', 'doors']",(056) 775 1788,Kilkenny
284,Audi A1,1.4 AUTOMATIC,"€13,950",1.4,Petrol,Hatchback,Automatic,Black,"58,999 km",2013 (131),"['1', 'owner']","['5', 'doors']",(01) 890 1921,PX34
285,Audi A1,"1.4 Petrol Plus Limited Auto, 17"" Alloys, Privacy Glass, Air Con, Bluetooth","€15,999",1.4,Petrol,Hatchback,Automatic,Red,"89,716 km",2015 (151),"['1', 'owner']","['3', 'doors']",(01) 403 6700,Dublin
286,BMW 1 Series,116d M Sport Shadow Edition 5-door,"€24,900",1.5,Diesel,Hatchback,Manual,Black Sapphire Metallic Paint,"58,244 km",2018 (181),"['4', 'owners']","['5', 'doors']",(021) 235 5107,Cork
287,Audi A1,1.6 TDI S LINE STYLE ED. 105 105PS,"€11,950",1.6,Diesel,Hatchback,Manual,Red,"230,807 km",2014 (142),"['3', 'owners']","['3', 'doors']","(021) 496 8555, 086 045 2354",Cork
288,BMW 1 Series,116d SE 3 Door,"€14,950",2.0,Diesel,Estate,Manual,Black,"93,021 km",2013 (131),"['2', 'owners']","['2', 'doors']",(061) 422 600,Limerick
289,A1,1.4 TFSI DBA-8XCAX 120BHP 3 3DR,"€10,995",1.4,Petrol,Hatchback,Automatic,Brown,"119,999 km",2012,"['2', 'owners']","['3', 'doors']",087 187 4841,XR20
290,Audi A3,"1.6 SE SALOON AUTOMATIC * STUNNING BLUE COLOUR, PARKING SENSORS, 17"" ALLOYS, CRUISE CONTROL, BLUETOOTH *PART LEATHER TRIM","€28,950",1.6,Diesel,Saloon,Automatic,Blue,"75,532 km",2019 (192),"['1', 'owner']","['4', 'doors']",(068) 21090,Kerry
291,Audi A1,*** STUNNING AUDI A1 1.0TFSI 95HP S LINE  *** 12 MONTH WARRANTY *** FINANCE AVAILABLE ***,"€17,950",1.0,Petrol,Hatchback,Manual,White,"99,500 km",2017 (172),"['3', 'owners']","['4', 'doors']",(01) 624 1223,Dublin
292,A1,1.4 TFSI  120BHP 3 3DR,"€8,995",1.4,Petrol,Hatchback,Automatic,Silver,"132,999 km",2011,"['1', 'owner']","['3', 'doors']","(01) 551 2345, 086 418 0248",Meath
293,Toyota RAV4,2.5 HYBRID 2WD LUNA,"€27,995",2.5,Petrol Hybrid,SUV,Automatic,Grey,"101,471 km",2018 (181),"['1', 'owner']","['4', 'doors']",(091) 336 466,Galway
294,Audi A3,TDI SPORT,"€26,900",1.6,Diesel,Saloon,Manual,White,"99,777 km",2018 (182),"['1', 'owner']","['4', 'doors']",(023) 882 0000,Cork
295,Audi A3,"SPORTBACK 30 TFSI 110HP S-LINE 4DR - MANAGER SPECIAL WAS €39,999 NOW €38,999","€38,999",1.0,Petrol,Hatchback,Manual,Daytona Grey (Pearl Effect),"2,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
296,Audi A1,30 TFSI 110HP S line From €307.55 pm,"€30,950",1.0,Petrol,Hatchback,Manual,White,"7,234 km",2021 (212),"['1', 'owner']","['4', 'doors']",(074) 912 2333,Donegal
297,Audi A3,SAL 30TDI 116 SE,"€29,500",1.6,Diesel,Saloon,Manual,Grey,"52,108 km",2019 (191),"['2', 'owners']","['4', 'doors']","(041) 213 6203, (041) 213 6203",Louth
298,Audi A3,"SB 30TDI 110 SE (RRP €40,355 - SAVE €4,399)","€35,000",2.0,Diesel,Hatchback,Manual,Atoll Blue,"15,000 km",2022 (221),"['1', 'owner']","['5', 'doors']",(01) 858 0208,Dublin
299,Volkswagen Tiguan,"2.0 TDI 150HP Highline, Panoramic Sunroof, Adaptive Cruise Control, Heated Seats, Park Sensors with Camera","€35,950",2.0,Diesel,SUV,Manual,Black,"42,749 km",2018 (181),"['1', 'owner']","['5', 'doors']",(01) 691 7760,Dublin
300,BMW 2 Series,218i M Sport Gran Coupe,"€50,000",1.5,Petrol,Coupe,Automatic,Melbourne Red,"5,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 864 7781,Dublin
301,Volkswagen Scirocco,2.0 TDI 150BHP  BMT 2DR,"€17,950",2.0,Diesel,Coupe,Manual,Red,"160,200 km",2015 (151),"['1', 'owner']","['5', 'doors']",(090) 647 4620,AN27
302,A1,1.4 PETROL - AUTOMATIC - 3DR - 12 MONTH WARRANTY,"€9,950",1.4,Petrol,Hatchback,Automatic,Silver,"108,999 km",2011,"['1', 'owner']","['3', 'doors']",(01) 963 8292,E289
303,Toyota C-HR,1.8 HYBRID LUNA SPORT,"€28,900",1.8,Petrol Hybrid,Hatchback,Automatic,Grey,"43,000 km",2020 (201),"['2', 'owners']","['4', 'doors']",(01) 255 1216,Cork
304,Audi A3,1.0TFSI 115 SE,"€27,750",1.0,Petrol,Saloon,Manual,Black,"36,923 km",2018 (182),"['2', 'owners']","['4', 'doors']",(01) 858 0208,Dublin
305,Audi A1,SPORTBACK TFSI SE,"€18,900",1.0,Petrol,Hatchback,Manual,Black,"72,177 km",2017 (171),"['1', 'owner']","['5', 'doors']",(023) 882 0000,Cork
306,BMW 3 Series,330e EDRIVE MSPORT 4DR AUTOMATIC,"€24,950",2.0,Petrol Plug-in Hybrid,Saloon,Automatic,Grey,"111,991 km",2017 (172),"['1', 'owner']","['4', 'doors']",(01) 280 6916,Dublin
307,SEAT Ateca,1.6TDI 115HP ECO S,"€19,945",1.6,Diesel,SUV,Manual,Brown,"82,634 km",2017 (171),"['1', 'owner']","['5', 'doors']",(091) 423 390,Galway
308,Audi A3,1.0TFSI 115 S Line,"€29,999",1.0,Petrol,Saloon,Manual,Daytona Grey (Pearl Effect),"42,000 km",2019 (191),"['2', 'owners']","['4', 'doors']",(01) 902 3493,Dublin
309,BMW 3 Series,318d SE Saloon,"€51,950",2.0,Diesel,Saloon,Automatic,Black Sapphire Metallic Paint,"11,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 240 5666,Dublin
310,Audi A3,A3 SPORTBACK 1.0 30TFSI 110BHP SE WITH REVERSING CAMERA & SPACE SAVING SPARE WHEEL,"€33,995",1.0,Petrol,Hatchback,Manual,White,500 km,2022 (222),"['1', 'owner']","['4', 'doors']",(021) 601 9040,Cork
311,Audi A3,1.6 TD 116HP SE with S-LINE exterior,"€30,900",1.6,Diesel,Saloon,Manual,Grey,"33,729 km",2020 (201),"['1', 'owner']","['4', 'doors']",(021) 601 9123,Cork
312,Abarth 500,ABARTH 500 1.4 T-JET COMPE COMPETIZONE 3DR,"€14,950",1.4,Petrol,Hatchback,Manual,White,"125,002 km",2014 (141),"['4', 'owners']","['3', 'doors']","(091) 635 231, 087 225 5411",X9HE
313,Romeo Giulietta,1.4L Turismo Hatchback Petrol*Nct 1-2024*Full Service History*Parking Sensors*Finance Arranged*Simi Approved Dealer 2022,"€7,995",1.4,Petrol,Hatchback,Manual,Grey,"154,159 km",2012,"['3', 'owners']","['5', 'doors']","(01) 413 3847, 086 792 2172",Dublin
314,Land Rover Discovery,3.0D SDV6 4WD 7 Seats @ MERCEDES-BENZ SOUTH DUBLIN,"€74,995",3.0,Diesel,SUV,Automatic,Orange Metallic,"98,918 km",2019 (191),"['2', 'owners']","['5', 'doors']",(01) 236 9200,Dublin
315,Mercedes-Benz C-Class,C 220d AMG-Line *Mild Hybrid*,"€66,950",2.0,Diesel Hybrid,Estate,Automatic,Grey,"17,020 km",2022 (221),"['1', 'owner']","['4', 'doors']",(021) 240 8600,Cork
316,BMW 3 Series,320D M Sport GT,"€30,999",2.0,Diesel,Saloon,Automatic,Grey,"58,426 km",2017 (171),"['2', 'owners']","['4', 'doors']",(01) 531 4520,Dublin
317,Audi A1,1.4 TFSI SPORT AUTOMATIC MODEL // SPORT SUSPENSION // PADDLE SHIFT // AIR CONDITIONING // FINANCE THIS CAR FROM ONLY €53 PER WEEK,"€12,750",1.4,Petrol,Hatchback,Automatic,Red,"121,649 km",2013 (131),"['1', 'owner']","['3', 'doors']",(01) 456 9562,D22XK49
318,Audi A1,1.2 TFSI SPORT SPORTBACK,"€12,995",1.2,Petrol,Hatchback,Manual,White,"144,314 km",2013 (131),"['3', 'owners']","['4', 'doors']",(021) 603 6468,Cork
319,Alfa Romeo Giulietta,1.6 JTDM-2 120 Super*New Timing Belt Fitted*Full Service History*Parking Sensors*Finance Arranged*Simi Approved Dealer 2022,"€16,995",1.6,Diesel,Hatchback,Manual,Black,"140,666 km",2018 (181),"['1', 'owner']","['5', 'doors']","(01) 413 3847, 086 792 2172",Dublin
320,Audi A1,5 DR 1.6 TDI 90BHP SPORT SPORTBACK,"€10,950",1.6,Diesel,Hatchback,Manual,Black,"82,744 km",2013 (131),"['2', 'owners']","['5', 'doors']",(01) 901 5755,FD23
321,Audi A3,A3 Sport 40 Tfsi E S-A  Sport  40 TFSIe 204 13kWh PHEV S tronic Auto Start/Stop,"€40,000",1.4,Petrol Hybrid,Hatchback,Automatic,Black,"17,077 km",2021 (211),"['1', 'owner']","['5', 'doors']",(01) 858 0208,Dublin
322,Toyota Prius,1.8 Plug-in Hybrid,"€25,945",1.8,Petrol Plug-in Hybrid,Hatchback,Automatic,Red,"124,921 km",2018 (181),"['1', 'owner']","['4', 'doors']",(091) 423 390,Galway
323,Aston Martin Vantage,4.0 V8 COUPE CEO EDITION=LOW MILEAGE//HUGE SPEC=DUO TONE INTERIOR HIDE//FULL ASTON MARTIN SERVICE HISTORY=182 D REG//TAILORED FINANCE PACKAGES AVAILAB,"€169,995",4.0,Petrol,Hatchback,Automatic,Silver,"30,577 km",2018 (182),"['2', 'owners']","['2', 'doors']",(01) 832 1222,Dublin
324,Audi A1,* HALF LEATHER * 1.4 TFSI SLINE AUTOMATIC,"€16,500",1.4,Petrol,Hatchback,Automatic,Silver,"90,200 km",2013 (132),"['1', 'owner']","['5', 'doors']",089 402 9721,Dublin
325,Audi A1,30 TFSI 110HP,"€29,950",1.0,Petrol,Hatchback,Manual,Cortina White,"16,539 km",2022 (221),"['1', 'owner']","['4', 'doors']",(051) 337 600,Waterford
326,Audi A3,S-Line 30 TFSI 110HP*Leather Seats*,"€39,950",1.0,Petrol,Saloon,Manual,Blue,"6,500 km",2022 (221),"['2', 'owners']","['4', 'doors']",(01) 513 6903,Dublin
327,Audi A3,S Line 30 TFSI 110HP - Comfort Pack - Finance From €446,"€38,950",1.0,Petrol,Saloon,Manual,Mythos Black (Metallic),"6,546 km",2021 (212),"['1', 'owner']","['4', 'doors']",(071) 911 5333,Sligo
328,Audi A1,1.4 TFSI S-LINE AUTOMATIC 5DR SPORT  // NAAS ROAD AUTOS EST 1991// SIMI DEALER 2022 //   ALL OUR CARS ARE CARTELL APPROVED  // JAPANESE IMPORT SPECIAL,"€13,950",1.4,Petrol,Hatchback,Automatic,White,"160,999 km",2013 (131),"['1', 'owner']","['5', 'doors']",(01) 456 4074,Dublin
329,Mercedes-Benz E-Class,E 220 D AMG / / NIGHT PACK // ESTATE A/T,"€44,900",2.0,Diesel,Estate,Automatic,Blue,"70,160 km",2019 (191),"['2', 'owners']","['5', 'doors']",(01) 255 1216,Louth
330,Audi A1,1.4 TFSI SPORTBACK URBAN STYLE EDITION,"€16,950",1.4,Petrol,Hatchback,Automatic,White / Black,"71,645 km",2013 (131),"['1', 'owner']","['5', 'doors']",089 402 9721,Dublin
331,Jaguar F-PACE,2.0D PRESTIGE AUTO,"€50,950",2.0,Diesel,SUV,Automatic,Portofino Blue,"65,306 km",2019 (191),"['1', 'owner']","['5', 'doors']",(045) 455 900,Kildare
332,Audi A3,1.6 TDI S-LINE BLACK EDITION 110BHP 4DR,"€27,950",1.6,Diesel,Saloon,Manual,Grey,"40,020 km",2018 (182),"['1', 'owner']","['4', 'doors']","(01) 409 7800, 086 399 7773",Dublin
333,Audi A1,(2yr warranty) 1.4 petrol S-Line S-Tronic automatic 056607,"€15,999",1.4,Petrol,Hatchback,Automatic,Midnight Black Metallic,"127,869 km",2014 (141),"['1', 'owner']","['4', 'doors']",(01) 862 3860,Dublin
334,Hyundai Santa Fe,4WD Executive Plus,"€42,897",2.2,Diesel,SUV,Manual,Typhoon Silver,"87,107 km",2019 (191),"['2', 'owners']","['5', 'doors']",(021) 235 5179,Cork
335,Audi A3,40 TFSI e 204HP S Tronic SE €520 p/m PCP,"€41,975",1.4,Petrol Plug-in Hybrid,Hatchback,Automatic,Grey,"58,680 km",2021 (211),"['1', 'owner']","['4', 'doors']","(053) 919 2200, 087 055 9242",Wexford
336,Audi A3,Sportback 30 Tfsi 110HP Attraction,"€33,950",1.0,Petrol,Hatchback,Manual,Brilliant Black,"22,556 km",2022 (221),"['1', 'owner']","['5', 'doors']",(051) 337 600,Waterford
337,Audi A3,Saloon 30 Tfsi SE,"€39,459",1.0,Petrol,Saloon,Manual,Floret Silver Metallic,940 km,2022 (222),"['1', 'owner']","['4', 'doors']",(051) 337 600,Waterford
338,Audi A1,1.4 TFSI AUTOMATIC SPORT MODEL // NEW NCT TILL 10/24 // UPGRADED ALLOY WHEELS // AIR CONDITIONING // FINANCE THIS CAR FOR ONLY €53 PER WEEK,"€13,900",1.4,Petrol,Hatchback,Automatic,White,"66,339 km",2014 (142),"['1', 'owner']","['3', 'doors']",(01) 456 9562,D22XK49
339,Audi A1,1.2 TFSI SPORT SPORTBACK,"€16,900",1.2,Petrol,Hatchback,Manual,Black,"100,010 km",2015 (151),"['4', 'owners']","['4', 'doors']","(041) 213 6203, (041) 213 6203",Louth
340,Audi A3,1.6L Hatchback Diesel Manual,"€21,995",1.6,Diesel,Hatchback,Manual,Black,"171,080 km",2019 (191),"['1', 'owner']","['5', 'doors']",087 067 3668,Dublin
341,Abarth 595,ESSEESSE T-JET 180,"€33,950",1.4,Petrol,Hatchback,Manual,Grey,"10,130 km",2021 (211),"['1', 'owner']","['3', 'doors']",(01) 901 5755,FD23
342,Audi A1,1.0TFSI 95HP S-Line Ultra Package,"€20,950",1.0,Petrol,Hatchback,Manual,Blue,"75,900 km",2018 (181),"['1', 'owner']","['4', 'doors']",(090) 647 4620,AN27
343,A1,1.6 TDI Sport 104BHP 3DR,"€8,950",1.6,Diesel,Hatchback,Manual,White,"189,897 km",2011,"['2', 'owners']","['3', 'doors']",087 363 4116,Dublin
344,Audi A1,1.0 TFSI AUTOMATIC,"€19,500",1.0,Petrol,Hatchback,Automatic,Blue,"86,443 km",2016 (161),"['1', 'owner']","['5', 'doors']",089 402 9721,Dublin
345,Audi A3,SPORTBACK 35 TFSI 150HP AUTO **S-TRONIC **,"€29,950",1.5,Petrol,Hatchback,Automatic,Grey,"8,286 km",2020 (201),"['1', 'owner']","['5', 'doors']","(01) 409 7800, 086 399 7773",Dublin
346,Audi Q3,Sportback 35 TDI 150HP S Tronic,"€47,895",2.0,Diesel,SUV,Automatic,Grey,"22,429 km",2021 (211),"['1', 'owner']","['4', 'doors']","(053) 919 2051, 086 128 9372",R658
347,Audi A3,1.0TFSI 115 SE,"€28,500",1.0,Petrol,Saloon,Manual,Grey,"25,844 km",2019 (192),"['1', 'owner']","['4', 'doors']",(01) 858 0208,Dublin
348,Audi A3,SB 1.6TDI 116 S-Line,"€31,500",1.6,Diesel,Hatchback,Manual,White,"67,508 km",2019 (191),"['2', 'owners']","['4', 'doors']",(01) 858 0208,Dublin
349,Audi A3,1.0TFSI 116HP SE,"€27,950",1.0,Petrol,Hatchback,Manual,Black,"51,000 km",2019 (191),"['1', 'owner']","['5', 'doors']",(045) 906 666,Kildare
350,BMW 1 Series,118 I M SPORT 5DR **MANUAL**SPORT LEATHER HEATED SEATS**SAT NAV**FRONT AND REAR PARKING SENSORS**,"€32,490",1.5,Petrol,Hatchback,Manual,Grey,"19,464 km",2020 (201),"['1', 'owner']","['5', 'doors']",(01) 485 1267,D12
351,Audi A3,1.6TDI 116BHP S-Line,"€28,900",1.6,Diesel,Hatchback,Manual,Black,"43,000 km",2018 (182),"['4', 'owners']","['4', 'doors']",(01) 685 6585,V440
352,Hyundai i30,Petrol Deluxe Turbo,"€19,995",1.0,Petrol,Hatchback,Manual,Blue,"74,000 km",2019 (191),"['1', 'owner']","['5', 'doors']",(021) 475 7333,Cork
353,Audi A3,30 TDI 116HP S Line *Black Styling Pack*,"€42,850",2.0,Diesel,Hatchback,Manual,Ibis White,"3,253 km",2022 (222),"['1', 'owner']","['4', 'doors']",(096) 79000,Mayo
354,Audi A3,2.0TDI 116HP SE - Reversing Camera - In Stock - Sportback -,"€37,245",2.0,Diesel,Hatchback,Manual,Brilliant Black,200 km,2022 (222),"['1', 'owner']","['5', 'doors']",(071) 911 5333,Sligo
355,Audi A3,30 TFSI 110HP SE,"€35,999",1.0,Petrol,Saloon,Manual,Floret Silver (Metallic),"5,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
356,Alfa Romeo Giulia,SPECIALE 2.2JTDM-2 180BHP AUTO ***Full Leather /,"€31,900",2.1,Diesel,Saloon,Automatic,Rosso Red,"115,042 km",2017 (172),"['1', 'owner']","['4', 'doors']",(042) 942 4201,Louth
357,Audi A3,"40 TFSI e 204HP S Tronic S Line (HYBRID) ""Price Includes €2,000 Scrappage""","€41,900",1.4,Petrol Plug-in Hybrid,Hatchback,Automatic,Grey,"39,125 km",2021 (212),"['1', 'owner']","['4', 'doors']",(056) 775 1788,Kilkenny
